"Industry Sector","Type of Employee","Quarter","Statistic Label","UNIT","VALUE"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","1999Q3","Average Weekly Earnings (Euro)","Euro","548.49"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","1999Q4","Average Weekly Earnings (Euro)","Euro","588.9"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2000Q1","Average Weekly Earnings (Euro)","Euro","605.76"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2000Q2","Average Weekly Earnings (Euro)","Euro","642.75"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2000Q3","Average Weekly Earnings (Euro)","Euro","615.78"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2000Q4","Average Weekly Earnings (Euro)","Euro","610.13"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2001Q1","Average Weekly Earnings (Euro)","Euro","619.98"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2001Q2","Average Weekly Earnings (Euro)","Euro","632.15"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2001Q3","Average Weekly Earnings (Euro)","Euro","646.16"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2001Q4","Average Weekly Earnings (Euro)","Euro","651.79"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2002Q1","Average Weekly Earnings (Euro)","Euro","664.11"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2002Q2","Average Weekly Earnings (Euro)","Euro","680.91"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2002Q3","Average Weekly Earnings (Euro)","Euro","667.85"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2002Q4","Average Weekly Earnings (Euro)","Euro","667.39"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2003Q1","Average Weekly Earnings (Euro)","Euro","700.55"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2003Q2","Average Weekly Earnings (Euro)","Euro","707.2"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2003Q3","Average Weekly Earnings (Euro)","Euro","714.9"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2003Q4","Average Weekly Earnings (Euro)","Euro","722.39"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2004Q1","Average Weekly Earnings (Euro)","Euro","743.13"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2004Q2","Average Weekly Earnings (Euro)","Euro","735.34"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2004Q3","Average Weekly Earnings (Euro)","Euro","727"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2004Q4","Average Weekly Earnings (Euro)","Euro","727.8"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2005Q1","Average Weekly Earnings (Euro)","Euro","767.25"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2005Q2","Average Weekly Earnings (Euro)","Euro","745.44"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2005Q3","Average Weekly Earnings (Euro)","Euro","746.78"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2005Q4","Average Weekly Earnings (Euro)","Euro","751.92"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2006Q1","Average Weekly Earnings (Euro)","Euro","757.16"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2006Q2","Average Weekly Earnings (Euro)","Euro","759.22"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2006Q3","Average Weekly Earnings (Euro)","Euro","769.58"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2006Q4","Average Weekly Earnings (Euro)","Euro","779.08"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2007Q1","Average Weekly Earnings (Euro)","Euro","795.94"
"Rubber and Plastic Products (NACE 25)","Clerical and Managerial Employees","2007Q2","Average Weekly Earnings (Euro)","Euro","788"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","1995Q3","Average Weekly Earnings (Euro)","Euro","393.75"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","1995Q4","Average Weekly Earnings (Euro)","Euro","377.82"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","1996Q1","Average Weekly Earnings (Euro)","Euro","362.73"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","1996Q2","Average Weekly Earnings (Euro)","Euro","370.99"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","1996Q3","Average Weekly Earnings (Euro)","Euro","367.86"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","1996Q4","Average Weekly Earnings (Euro)","Euro","378.01"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","1997Q1","Average Weekly Earnings (Euro)","Euro","378.45"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","1997Q2","Average Weekly Earnings (Euro)","Euro","374.94"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","1997Q3","Average Weekly Earnings (Euro)","Euro","364.3"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","1997Q4","Average Weekly Earnings (Euro)","Euro","381.02"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","1998Q1","Average Weekly Earnings (Euro)","Euro","382.84"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","1998Q2","Average Weekly Earnings (Euro)","Euro","391.3"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","1998Q3","Average Weekly Earnings (Euro)","Euro","389.66"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","1998Q4","Average Weekly Earnings (Euro)","Euro","413.66"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","1999Q1","Average Weekly Earnings (Euro)","Euro","395.74"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","1999Q2","Average Weekly Earnings (Euro)","Euro","404.92"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","1999Q3","Average Weekly Earnings (Euro)","Euro","398.94"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","1999Q4","Average Weekly Earnings (Euro)","Euro","418.84"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2000Q1","Average Weekly Earnings (Euro)","Euro","443.95"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2000Q2","Average Weekly Earnings (Euro)","Euro","472.1"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2000Q3","Average Weekly Earnings (Euro)","Euro","449.25"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2000Q4","Average Weekly Earnings (Euro)","Euro","450.8"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2001Q1","Average Weekly Earnings (Euro)","Euro","457.65"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2001Q2","Average Weekly Earnings (Euro)","Euro","473.27"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2001Q3","Average Weekly Earnings (Euro)","Euro","476.59"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2001Q4","Average Weekly Earnings (Euro)","Euro","487.68"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2002Q1","Average Weekly Earnings (Euro)","Euro","487.37"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2002Q2","Average Weekly Earnings (Euro)","Euro","493.53"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2002Q3","Average Weekly Earnings (Euro)","Euro","480.06"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2002Q4","Average Weekly Earnings (Euro)","Euro","476.25"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2003Q1","Average Weekly Earnings (Euro)","Euro","504.1"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2003Q2","Average Weekly Earnings (Euro)","Euro","512.41"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2003Q3","Average Weekly Earnings (Euro)","Euro","530.44"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2003Q4","Average Weekly Earnings (Euro)","Euro","529.86"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2004Q1","Average Weekly Earnings (Euro)","Euro","540.74"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2004Q2","Average Weekly Earnings (Euro)","Euro","536.43"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2004Q3","Average Weekly Earnings (Euro)","Euro","527.18"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2004Q4","Average Weekly Earnings (Euro)","Euro","529.2"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2005Q1","Average Weekly Earnings (Euro)","Euro","569.1"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2005Q2","Average Weekly Earnings (Euro)","Euro","538.08"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2005Q3","Average Weekly Earnings (Euro)","Euro","537.03"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2005Q4","Average Weekly Earnings (Euro)","Euro","539.2"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2006Q1","Average Weekly Earnings (Euro)","Euro","543.32"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2006Q2","Average Weekly Earnings (Euro)","Euro","552.86"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2006Q3","Average Weekly Earnings (Euro)","Euro","556.67"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2006Q4","Average Weekly Earnings (Euro)","Euro","566.68"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2007Q1","Average Weekly Earnings (Euro)","Euro","567.51"
"Rubber and Plastic Products (NACE 25)","Clerical Employees","2007Q2","Average Weekly Earnings (Euro)","Euro","569.53"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","1995Q3","Average Weekly Earnings (Euro)","Euro","689.59"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","1995Q4","Average Weekly Earnings (Euro)","Euro","676.83"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","1996Q1","Average Weekly Earnings (Euro)","Euro","643.14"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","1996Q2","Average Weekly Earnings (Euro)","Euro","631.93"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","1996Q3","Average Weekly Earnings (Euro)","Euro","630.98"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","1996Q4","Average Weekly Earnings (Euro)","Euro","659.48"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","1997Q1","Average Weekly Earnings (Euro)","Euro","664.2"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","1997Q2","Average Weekly Earnings (Euro)","Euro","670.92"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","1997Q3","Average Weekly Earnings (Euro)","Euro","664.52"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","1997Q4","Average Weekly Earnings (Euro)","Euro","676.87"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","1998Q1","Average Weekly Earnings (Euro)","Euro","675.54"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","1998Q2","Average Weekly Earnings (Euro)","Euro","675.36"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","1998Q3","Average Weekly Earnings (Euro)","Euro","705.26"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","1998Q4","Average Weekly Earnings (Euro)","Euro","705.2"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","1999Q1","Average Weekly Earnings (Euro)","Euro","705.64"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","1999Q2","Average Weekly Earnings (Euro)","Euro","702.01"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","1999Q3","Average Weekly Earnings (Euro)","Euro","704.58"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","1999Q4","Average Weekly Earnings (Euro)","Euro","772.61"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2000Q1","Average Weekly Earnings (Euro)","Euro","795.72"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2000Q2","Average Weekly Earnings (Euro)","Euro","851.49"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2000Q3","Average Weekly Earnings (Euro)","Euro","809.94"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2000Q4","Average Weekly Earnings (Euro)","Euro","799.68"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2001Q1","Average Weekly Earnings (Euro)","Euro","804.71"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2001Q2","Average Weekly Earnings (Euro)","Euro","810.77"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2001Q3","Average Weekly Earnings (Euro)","Euro","837.21"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2001Q4","Average Weekly Earnings (Euro)","Euro","854.52"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2002Q1","Average Weekly Earnings (Euro)","Euro","878.66"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2002Q2","Average Weekly Earnings (Euro)","Euro","909.74"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2002Q3","Average Weekly Earnings (Euro)","Euro","894.81"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2002Q4","Average Weekly Earnings (Euro)","Euro","911.18"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2003Q1","Average Weekly Earnings (Euro)","Euro","946.99"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2003Q2","Average Weekly Earnings (Euro)","Euro","948.53"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2003Q3","Average Weekly Earnings (Euro)","Euro","941.54"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2003Q4","Average Weekly Earnings (Euro)","Euro","954.3"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2004Q1","Average Weekly Earnings (Euro)","Euro","979.84"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2004Q2","Average Weekly Earnings (Euro)","Euro","964.97"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2004Q3","Average Weekly Earnings (Euro)","Euro","958.12"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2004Q4","Average Weekly Earnings (Euro)","Euro","954.98"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2005Q1","Average Weekly Earnings (Euro)","Euro","996"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2005Q2","Average Weekly Earnings (Euro)","Euro","989.1"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2005Q3","Average Weekly Earnings (Euro)","Euro","1000.54"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2005Q4","Average Weekly Earnings (Euro)","Euro","1004.88"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2006Q1","Average Weekly Earnings (Euro)","Euro","1022.93"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2006Q2","Average Weekly Earnings (Euro)","Euro","1017.12"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2006Q3","Average Weekly Earnings (Euro)","Euro","1037.41"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2006Q4","Average Weekly Earnings (Euro)","Euro","1050.52"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2007Q1","Average Weekly Earnings (Euro)","Euro","1090.79"
"Rubber and Plastic Products (NACE 25)","Managerial Employees","2007Q2","Average Weekly Earnings (Euro)","Euro","1089.22"
"Rubber and Plastic Products (NACE 25)","Industrial Employees","1995Q3","Average Weekly Earnings (Euro)","Euro",""
"Rubber and Plastic Products (NACE 25)","Industrial Employees","1995Q4","Average Weekly Earnings (Euro)","Euro",""
"Rubber and Plastic Products (NACE 25)","Industrial Employees","1996Q1","Average Weekly Earnings (Euro)","Euro",""
