"Statistic Label","Broad Nationality Group","Sex","Industry Sector NACE Rev 2","Year","UNIT","VALUE"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Financial and insurance activities (K)","2018","Number","4955"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Real estate activities (L)","2005","Number","94"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Real estate activities (L)","2006","Number","131"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Real estate activities (L)","2007","Number","187"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Real estate activities (L)","2008","Number","205"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Real estate activities (L)","2009","Number","171"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Real estate activities (L)","2010","Number","141"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Real estate activities (L)","2011","Number","140"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Real estate activities (L)","2012","Number","108"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Real estate activities (L)","2013","Number","135"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Real estate activities (L)","2014","Number","209"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Real estate activities (L)","2015","Number","230"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Real estate activities (L)","2016","Number","256"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Real estate activities (L)","2017","Number","327"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Real estate activities (L)","2018","Number","390"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Professional, scientific and technical activities (M)","2005","Number","1692"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Professional, scientific and technical activities (M)","2006","Number","2371"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Professional, scientific and technical activities (M)","2007","Number","2762"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Professional, scientific and technical activities (M)","2008","Number","2826"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Professional, scientific and technical activities (M)","2009","Number","2146"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Professional, scientific and technical activities (M)","2010","Number","1864"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Professional, scientific and technical activities (M)","2011","Number","2002"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Professional, scientific and technical activities (M)","2012","Number","2043"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Professional, scientific and technical activities (M)","2013","Number","2543"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Professional, scientific and technical activities (M)","2014","Number","3116"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Professional, scientific and technical activities (M)","2015","Number","3663"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Professional, scientific and technical activities (M)","2016","Number","4856"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Professional, scientific and technical activities (M)","2017","Number","5376"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Professional, scientific and technical activities (M)","2018","Number","6395"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Administrative and support service activities (N)","2005","Number","5749"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Administrative and support service activities (N)","2006","Number","6901"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Administrative and support service activities (N)","2007","Number","8426"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Administrative and support service activities (N)","2008","Number","8054"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Administrative and support service activities (N)","2009","Number","6799"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Administrative and support service activities (N)","2010","Number","6584"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Administrative and support service activities (N)","2011","Number","6812"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Administrative and support service activities (N)","2012","Number","8524"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Administrative and support service activities (N)","2013","Number","8517"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Administrative and support service activities (N)","2014","Number","8817"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Administrative and support service activities (N)","2015","Number","9346"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Administrative and support service activities (N)","2016","Number","10762"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Administrative and support service activities (N)","2017","Number","11868"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Administrative and support service activities (N)","2018","Number","12418"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Public administration and defence; compulsory social security (O)","2005","Number","143"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Public administration and defence; compulsory social security (O)","2006","Number","223"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Public administration and defence; compulsory social security (O)","2007","Number","263"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Public administration and defence; compulsory social security (O)","2008","Number","342"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Public administration and defence; compulsory social security (O)","2009","Number","289"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Public administration and defence; compulsory social security (O)","2010","Number","307"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Public administration and defence; compulsory social security (O)","2011","Number","222"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Public administration and defence; compulsory social security (O)","2012","Number","342"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Public administration and defence; compulsory social security (O)","2013","Number","333"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Public administration and defence; compulsory social security (O)","2014","Number","373"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Public administration and defence; compulsory social security (O)","2015","Number","420"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Public administration and defence; compulsory social security (O)","2016","Number","558"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Public administration and defence; compulsory social security (O)","2017","Number","737"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Public administration and defence; compulsory social security (O)","2018","Number","923"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Education (P)","2005","Number","1110"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Education (P)","2006","Number","1252"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Education (P)","2007","Number","1454"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Education (P)","2008","Number","1733"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Education (P)","2009","Number","2362"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Education (P)","2010","Number","2660"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Education (P)","2011","Number","1686"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Education (P)","2012","Number","2040"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Education (P)","2013","Number","2208"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Education (P)","2014","Number","2282"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Education (P)","2015","Number","2486"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Education (P)","2016","Number","2872"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Education (P)","2017","Number","3192"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Education (P)","2018","Number","3524"
"Foreign Nationals in Employment","EU15 excluding Irish and UK","Both sexes","Human health and social work activities (Q)","2005","Number","964"
